"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","Should SELECT existing bookings and payments from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","1","Should UPDATE not existing booking from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","1","Should DELETE not existing booking from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","156","Should create new booking correctly","firefox","2026-08-13","passed","2026-08-13","test POST responses for bookings @API","api/postBooking.spec.ts","",""
"","335","Should create a booking via API and store a copy in local SQLite","chromium","2026-08-13","passed","2026-08-13","API + SQLite Tests","api_sqlite_booking.spec.ts","",""
"","3","Should SELECT existing payments and bookings from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","509","Should delete particular booking ID","webkit","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","3","Should SELECT existing payment from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Select Booking Record","db/payment/getPayment.spec.ts","",""
"","85","Should get token correctly","chromium","2026-08-13","passed","2026-08-13","test login responses for bookings @API","api/login.spec.ts","",""
"","1","Should DELETE not existing booking from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","2","Should DELETE not existing booking from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","84","Should get particular booking ID","webkit","2026-08-13","passed","2026-08-13","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","3","Should SELECT existing payment from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Select Booking Record","db/payment/getPayment.spec.ts","",""
"","1","Should throws SQLITE_CONSTRAINT while inserting invalid booking to the local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","5","Should SELECT existing booking from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","4","Should SELECT existing booking from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","5","Should insert valid booking to the local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","152","Should throw an error if particular booking ID is invalid","firefox","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","6","Should UPDATE existing booking from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","325","authentication","setup","2026-08-13","passed","2026-08-13","","auth/auth.setup.ts","",""
"","93","Should throw a not found error","webkit","2026-08-13","passed","2026-08-13","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","168","Should create new booking correctly","webkit","2026-08-13","passed","2026-08-13","test POST responses for bookings @API","api/postBooking.spec.ts","",""
"","3","Should SELECT existing payments and bookings from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","75","Should throw a not found error","chromium","2026-08-13","passed","2026-08-13","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","1","Should SELECT non-existing booking from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","4","Should SELECT existing bookings and payments from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","5","Should insert valid booking to the local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","75","Should show error message","chromium","2026-08-13","passed","2026-08-13","test login responses for bookings @API","api/login.spec.ts","",""
"","2","Should throws SQLITE_CONSTRAINT while inserting invalid booking to the local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","3","Should SELECT existing payments and bookings from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","75","Should show error message","firefox","2026-08-13","passed","2026-08-13","test login responses for bookings @API","api/login.spec.ts","",""
"","4","Should DELETE existing booking from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","319","Should create a booking via API and store a copy in local SQLite","firefox","2026-08-13","passed","2026-08-13","API + SQLite Tests","api_sqlite_booking.spec.ts","",""
"","3","Should SELECT existing booking with payments only from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","1","Should UPDATE not existing booking from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","6","Should UPDATE existing booking from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","1","Should UPDATE not existing booking from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","145","Should create new booking correctly","chromium","2026-08-13","passed","2026-08-13","test POST responses for bookings @API","api/postBooking.spec.ts","",""
"","148","Should throw an error if user is not authorized","chromium","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","3","Should SELECT existing payment from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Select Booking Record","db/payment/getPayment.spec.ts","",""
"","1","Should SELECT non-existing booking from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","5","Should SELECT existing booking from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","160","Should throw an error if user is not authorized","webkit","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","75","Should get particular booking ID","firefox","2026-08-13","passed","2026-08-13","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","7","Should insert valid booking to the local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","3","Should SELECT existing booking with payments only from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","158","Should update particular booking ID","chromium","2026-08-13","passed","2026-08-13","test PUT responses for bookings @API","api/updateBooking.spec.ts","",""
"","147","Should throw an error if particular booking ID is invalid","chromium","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","82","Should show error message","webkit","2026-08-13","passed","2026-08-13","test login responses for bookings @API","api/login.spec.ts","",""
"","83","Should get token correctly","webkit","2026-08-13","passed","2026-08-13","test login responses for bookings @API","api/login.spec.ts","",""
"","161","Should update particular booking ID","webkit","2026-08-13","passed","2026-08-13","test PUT responses for bookings @API","api/updateBooking.spec.ts","",""
"","148","Should update particular booking ID","firefox","2026-08-13","passed","2026-08-13","test PUT responses for bookings @API","api/updateBooking.spec.ts","",""
"","213","Should get all booking ids","chromium","2026-08-13","passed","2026-08-13","test GET responses @API","api/getBookingIds.spec.ts","",""
"","76","Should get token correctly","firefox","2026-08-13","passed","2026-08-13","test login responses for bookings @API","api/login.spec.ts","",""
"","331","Should create a booking via API and store a copy in local SQLite","webkit","2026-08-13","passed","2026-08-13","API + SQLite Tests","api_sqlite_booking.spec.ts","",""
"","3","Should DELETE existing booking from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","76","Should get particular booking ID","chromium","2026-08-13","passed","2026-08-13","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","5","Should UPDATE existing booking from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","471","Should delete particular booking ID","chromium","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","539","Should delete particular booking ID","firefox","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","87","Should throw a not found error","firefox","2026-08-13","passed","2026-08-13","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","3","Should SELECT existing booking with payments only from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","1","Should SELECT non-existing booking from local SQLite","chromium","2026-08-13","passed","2026-08-13","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","229","Should get all booking ids","webkit","2026-08-13","passed","2026-08-13","test GET responses @API","api/getBookingIds.spec.ts","",""
"","2","Should throws SQLITE_CONSTRAINT while inserting invalid booking to the local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","3","Should DELETE existing booking from local SQLite","webkit","2026-08-13","passed","2026-08-13","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","164","Should throw an error if particular booking ID is invalid","webkit","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","211","Should get all booking ids","firefox","2026-08-13","passed","2026-08-13","test GET responses @API","api/getBookingIds.spec.ts","",""
"","3","Should SELECT existing bookings and payments from local SQLite","firefox","2026-08-13","passed","2026-08-13","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","146","Should throw an error if user is not authorized","firefox","2026-08-13","passed","2026-08-13","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
