"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","Should throw an error if user is not authorized","api-database-tests","2026-08-19","passed","2026-08-19","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","12","Should get particular booking ID","api-database-tests","2026-08-19","passed","2026-08-19","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","16","Should update particular booking ID","api-database-tests","2026-08-19","passed","2026-08-19","test PUT responses for bookings @API","api/updateBooking.spec.ts","",""
"","2","Should DELETE not existing booking from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","11","Should show error message","api-database-tests","2026-08-19","passed","2026-08-19","test login responses for bookings @API","api/login.spec.ts","",""
"","1","Should UPDATE not existing booking from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","6","Should UPDATE existing booking from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","10","Should get token correctly","api-database-tests","2026-08-19","passed","2026-08-19","test login responses for bookings @API","api/login.spec.ts","",""
"","5","Should SELECT existing booking from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","5","Should DELETE existing booking from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","57","Should create a booking via API and store a copy in local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","API + SQLite Tests","api_sqlite_booking.spec.ts","",""
"","2","Should throws SQLITE_CONSTRAINT while inserting invalid booking to the local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","4","Should SELECT existing bookings and payments from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","1","Should SELECT non-existing booking from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","97","Should delete particular booking ID","api-database-tests","2026-08-19","passed","2026-08-19","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","57","authentication","setup","2026-08-19","passed","2026-08-19","","auth/auth.setup.ts","",""
"","3","Should SELECT existing payments and bookings from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","11","Should throw a not found error","api-database-tests","2026-08-19","passed","2026-08-19","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","20","Should get all booking ids","api-database-tests","2026-08-19","passed","2026-08-19","test GET responses @API","api/getBookingIds.spec.ts","",""
"","3","Should SELECT existing booking with payments only from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","26","Should throw an error if particular booking ID is invalid","api-database-tests","2026-08-19","passed","2026-08-19","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","18","Should create new booking correctly","api-database-tests","2026-08-19","passed","2026-08-19","test POST responses for bookings @API","api/postBooking.spec.ts","",""
"","6","Should insert valid booking to the local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","3","Should SELECT existing payment from local SQLite","api-database-tests","2026-08-19","passed","2026-08-19","Test Select Booking Record","db/payment/getPayment.spec.ts","",""
