"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","Should create new booking correctly","api-database-tests","2026-08-14","passed","2026-08-14","test POST responses for bookings @API","api/postBooking.spec.ts","",""
"","4","Should SELECT existing bookings and payments from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","3","Should SELECT existing payments and bookings from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","3","Should DELETE existing booking from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","23","Should throw an error if user is not authorized","api-database-tests","2026-08-14","passed","2026-08-14","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","21","Should update particular booking ID","api-database-tests","2026-08-14","passed","2026-08-14","test PUT responses for bookings @API","api/updateBooking.spec.ts","",""
"","1","Should SELECT non-existing booking from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","62","Should create a booking via API and store a copy in local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","API + SQLite Tests","api_sqlite_booking.spec.ts","",""
"","1","Should UPDATE not existing booking from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","2","Should DELETE not existing booking from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Delete Booking Record @DB","db/booking/deleteBooking.spec.ts","",""
"","6","Should insert valid booking to the local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","29","Should throw an error if particular booking ID is invalid","api-database-tests","2026-08-14","passed","2026-08-14","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","18","Should get all booking ids","api-database-tests","2026-08-14","passed","2026-08-14","test GET responses @API","api/getBookingIds.spec.ts","",""
"","3","Should SELECT existing payment from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Select Booking Record","db/payment/getPayment.spec.ts","",""
"","108","Should delete particular booking ID","api-database-tests","2026-08-14","passed","2026-08-14","test DELETE responses for bookings @API","api/deleteBooking.spec.ts","",""
"","6","Should UPDATE existing booking from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Select Booking Record @DB","db/booking/updateBooking.spec.ts","",""
"","2","Should throws SQLITE_CONSTRAINT while inserting invalid booking to the local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Insert Booking Record @DB","db/booking/insertBooking.spec.ts","",""
"","14","Should get particular booking ID","api-database-tests","2026-08-14","passed","2026-08-14","test GET responses for bookings @API","api/getBooking.spec.ts","",""
"","3","Should SELECT existing booking with payments only from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Select Booking Records with Payments @DB","db/booking/getBookingsWithPayments.spec.ts","",""
"","5","Should SELECT existing booking from local SQLite","api-database-tests","2026-08-14","passed","2026-08-14","Test Select Booking Record @DB","db/booking/getBooking.spec.ts","",""
"","64","authentication","setup","2026-08-14","passed","2026-08-14","","auth/auth.setup.ts","",""
"","12","Should get token correctly","api-database-tests","2026-08-14","passed","2026-08-14","test login responses for bookings @API","api/login.spec.ts","",""
"","14","Should show error message","api-database-tests","2026-08-14","passed","2026-08-14","test login responses for bookings @API","api/login.spec.ts","",""
"","14","Should throw a not found error","api-database-tests","2026-08-14","passed","2026-08-14","test GET responses for bookings @API","api/getBooking.spec.ts","",""
